09.04.2026                                                                                                 Salida dinámica de lista                                                                                                                                                       1


	Objeto	Tipo objeto	Denomin.	Clase	Status	ESPECIE	Clase	Tipo de madera	Familia	Calidad	Terminación	Estado Humedad	Grado	Espesor Comercial	Ancho comercial	Largo Comercial	Espesor Nominal	Ancho Nominal	Largo Nominal	Espesor	  Ancho	    Largo

	1204168	Mat	PPCMC1CRGVESD 0x0x0	PM_ASERRADERO2	1	P	P	C	MC	1C	RG	VE	SD
	1204169	Mat	PPCMC2CRGVESD 0x0x0	PM_ASERRADERO2	1	P	P	C	MC	2C	RG	VE	SD
	1515573	Mat	PTCMAAERGSEEX 3x6x12 63	PM_ASERRADERO2	1	P	T	C	MA	AE	RG	SE	EX	3	6	12	         76,200	      152,400	    3.657,600	 79,000	145,000	3.660,000
	1515574	Mat	PTCMAAERGSEEX 3x3x8 150	PM_ASERRADERO2	1	P	T	C	MA	AE	RG	SE	EX	3	3	8	         76,200	       76,200	    2.438,400	 72,000	 74,000	2.440,000
	1515575	Mat	PTCMAAERGSEEX 3x3x10 150	PM_ASERRADERO2	1	P	T	C	MA	AE	RG	SE	EX	3	3	10	         76,200	       76,200	    3.048,000	 72,000	 74,000	3.050,000
	1515576	Mat	PTCMAAERGSEEX 3x3x12 150	PM_ASERRADERO2	1	P	T	C	MA	AE	RG	SE	EX	3	3	12	         76,200	       76,200	    3.657,600	 72,000	 74,000	3.660,000
	1515577	Mat	PTCMAAERGSEEX 3x3x14 150	PM_ASERRADERO2	1	P	T	C	MA	AE	RG	SE	EX	3	3	14	         76,200	       76,200	    4.267,200	 72,000	 74,000	4.270,000
	1515578	Mat	PTCMAAERGSEEX 3x3x16 150	PM_ASERRADERO2	1	P	T	C	MA	AE	RG	SE	EX	3	3	16	         76,200	       76,200	    4.876,800	 72,000	 74,000	4.880,000
	1515580	Mat	PTCMAPRR4SEG1 2x5x12 120	PM_ASERRADERO2	1	P	T	C	MA	PR	R4	SE	G1	2	5	12	         50,800	      127,000	    3.657,600	 45,000	122,000	3.660,000
	1515581	Mat	PTCMAPRR4SEG1 2x5x14 120	PM_ASERRADERO2	1	P	T	C	MA	PR	R4	SE	G1	2	5	14	         50,800	      127,000	    4.267,200	 45,000	122,000	4.270,000
	1515582	Mat	PTCMAPRR4SEG1 2x6x12 105	PM_ASERRADERO2	1	P	T	C	MA	PR	R4	SE	G1	2	6	12	         50,800	      152,400	    3.657,600	 45,000	140,000	3.660,000
	1515583	Mat	PTCMAPRR4SEG1 2x6x14 105	PM_ASERRADERO2	1	P	T	C	MA	PR	R4	SE	G1	2	6	14	         50,800	      152,400	    4.267,200	 45,000	140,000	4.270,000
	1515584	Mat	PTCMAPRR4SEG1 3x6x12 70	PM_ASERRADERO2	1	P	T	C	MA	PR	R4	SE	G1	3	6	12	         76,200	      152,400	    3.657,600	 69,000	140,000	3.660,000
	1515585	Mat	PTCMAPRR4SEG1 3x6x14 70	PM_ASERRADERO2	1	P	T	C	MA	PR	R4	SE	G1	3	6	14	         76,200	      152,400	    4.267,200	 69,000	140,000	4.270,000
	1515586	Mat	PTCMAENR4SEG2 2x5x10 120	PM_ASERRADERO2	1	P	T	C	MA	EN	R4	SE	G2	2	5	10	         50,800	      127,000	    3.048,000	 45,000	122,000	3.050,000
	1515587	Mat	PTCMAENR4SEG2 2x5x14 120	PM_ASERRADERO2	1	P	T	C	MA	EN	R4	SE	G2	2	5	14	         50,800	      127,000	    4.267,200	 45,000	122,000	4.270,000
	1515588	Mat	PTCMAENR4SEG2 2x6x14 105	PM_ASERRADERO2	1	P	T	C	MA	EN	R4	SE	G2	2	6	14	         50,800	      152,400	    4.267,200	 45,000	140,000	4.270,000
	1515589	Mat	PTCMAENR4SEG2 3x6x12 70	PM_ASERRADERO2	1	P	T	C	MA	EN	R4	SE	G2	3	6	12	         76,200	      152,400	    3.657,600	 69,000	140,000	3.660,000
	1515590	Mat	PTCMAENR4SEG2 3x6x14 70	PM_ASERRADERO2	1	P	T	C	MA	EN	R4	SE	G2	3	6	14	         76,200	      152,400	    4.267,200	 69,000	140,000	4.270,000
	1515592	Mat	PTCMAAER4SEEX 2x4x10 150	PM_ASERRADERO2	1	P	T	C	MA	AE	R4	SE	EX	2	4	10	         50,800	      101,600	    3.048,000	 45,000	 92,000	3.050,000
	1515593	Mat	PTCMAAER4SEEX 2x4x12 150	PM_ASERRADERO2	1	P	T	C	MA	AE	R4	SE	EX	2	4	12	         50,800	      101,600	    3.657,600	 45,000	 92,000	3.660,000
	1515594	Mat	PTCMAAER4SEEX 2x4x14 150	PM_ASERRADERO2	1	P	T	C	MA	AE	R4	SE	EX	2	4	14	         50,800	      101,600	    4.267,200	 45,000	 92,000	4.270,000
	1515595	Mat	PTCMAAER4SEEX 2x4x16 150	PM_ASERRADERO2	1	P	T	C	MA	AE	R4	SE	EX	2	4	16	         50,800	      101,600	    4.876,800	 45,000	 92,000	4.880,000
	1515596	Mat	PTCMAAER4SEEX 3x8x12 50	PM_ASERRADERO2	1	P	T	C	MA	AE	R4	SE	EX	3	8	12	         76,200	      203,200	    3.657,600	 69,000	190,000	3.660,000
	1515597	Mat	PTCMAAER4SEEX 3x8x14 50	PM_ASERRADERO2	1	P	T	C	MA	AE	R4	SE	EX	3	8	14	         76,200	      203,200	    4.267,200	 69,000	190,000	4.270,000
	1515598	Mat	PTCMAAER4SEEX 3x8x16 50	PM_ASERRADERO2	1	P	T	C	MA	AE	R4	SE	EX	3	8	16	         76,200	      203,200	    4.876,800	 69,000	190,000	4.880,000
	1515599	Mat	PTCMASTRGSEG1 1x5x8 189	PM_ASERRADERO2	1	P	T	C	MA	ST	RG	SE	G1	1	5	8	         25,400	      127,000	    2.438,400	 32,000	114,000	2.440,000
	1515600	Mat	PTCMAAERGSEEX 1x5x8 189	PM_ASERRADERO2	1	P	T	C	MA	AE	RG	SE	EX	1	5	8	         25,400	      127,000	    2.438,400	 32,000	114,000	2.440,000
	1515601	Mat	PTCMASTR4SEG1 1x6x8 232	PM_ASERRADERO2	1	P	T	C	MA	ST	R4	SE	G1	1	6	8	         25,400	      152,400	    2.438,400	 24,000	140,000	2.440,000
	1515603	Mat	PTCMASTR4SEG1 1x6x8 288	PM_ASERRADERO2	1	P	T	C	MA	ST	R4	SE	G1	1	6	8	         25,400	      152,400	    2.438,400	 19,000	140,000	2.440,000
	1515604	Mat	PTCMAAER4SEEX 1x6x8 288	PM_ASERRADERO2	1	P	T	C	MA	AE	R4	SE	EX	1	6	8	         25,400	      152,400	    2.438,400	 19,000	140,000	2.440,000
	1515605	Mat	PTCMAAER4SEEX 1x6x8 232	PM_ASERRADERO2	1	P	T	C	MA	AE	R4	SE	EX	1	6	8	         25,400	      152,400	    2.438,400	 24,000	140,000	2.440,000
	1515606	Mat	PTCMASTRGSEG1 1x8x8 135	PM_ASERRADERO2	1	P	T	C	MA	ST	RG	SE	G1	1	8	8	         25,400	      203,200	    2.438,400	 25,000	195,000	2.440,000
	1515608	Mat	PTCMASTRGSEG1 1x10x8 108	PM_ASERRADERO2	1	P	T	C	MA	ST	RG	SE	G1	1	10	8	         25,400	      254,000	    2.438,400	 25,000	228,000	2.440,000
	1515609	Mat	PTCMAAERGSEEX 1x10x8 108	PM_ASERRADERO2	1	P	T	C	MA	AE	RG	SE	EX	1	10	8	         25,400	      254,000	    2.438,400	 25,000	228,000	2.440,000
	1515610	Mat	PTCMAPRR4SEG1 2x4x8 150	PM_ASERRADERO2	1	P	T	C	MA	PR	R4	SE	G1	2	4	8	         50,800	      101,600	    2.438,400	 45,000	 92,000	2.440,000
	1515611	Mat	PTCMAENR4SEG2 2x4x8 150	PM_ASERRADERO2	1	P	T	C	MA	EN	R4	SE	G2	2	4	8	         50,800	      101,600	    2.438,400	 45,000	 92,000	2.440,000
	1515612	Mat	PTCMAAER4SEEX 2x4x8 150	PM_ASERRADERO2	1	P	T	C	MA	AE	R4	SE	EX	2	4	8	         50,800	      101,600	    2.438,400	 45,000	 92,000	2.440,000
	1515613	Mat	PTCMAPRR4SEG1 2x5x8 120	PM_ASERRADERO2	1	P	T	C	MA	PR	R4	SE	G1	2	5	8	         50,800	      127,000	    2.438,400	 45,000	122,000	2.440,000
	1515614	Mat	PTCMAENR4SEG2 2x5x8 120	PM_ASERRADERO2	1	P	T	C	MA	EN	R4	SE	G2	2	5	8	         50,800	      127,000	    2.438,400	 45,000	122,000	2.440,000
	1515615	Mat	PTCMAAER4SEEX 2x5x8 120	PM_ASERRADERO2	1	P	T	C	MA	AE	R4	SE	EX	2	5	8	         50,800	      127,000	    2.438,400	 45,000	122,000	2.440,000
	1515616	Mat	PTCMAPRR4SEG1 2x6x8 105	PM_ASERRADERO2	1	P	T	C	MA	PR	R4	SE	G1	2	6	8	         50,800	      152,400	    2.438,400	 45,000	140,000	2.440,000
	1515617	Mat	PTCMAENR4SEG2 2x6x8 105	PM_ASERRADERO2	1	P	T	C	MA	EN	R4	SE	G2	2	6	8	         50,800	      152,400	    2.438,400	 45,000	140,000	2.440,000
	1515618	Mat	PTCMAAER4SEEX 2x6x8 105	PM_ASERRADERO2	1	P	T	C	MA	AE	R4	SE	EX	2	6	8	         50,800	      152,400	    2.438,400	 45,000	140,000	2.440,000
	1515619	Mat	PTCMAPRR4SEG1 2x8x8 75	PM_ASERRADERO2	1	P	T	C	MA	PR	R4	SE	G1	2	8	8	         50,800	      203,200	    2.438,400	 45,000	190,000	2.440,000
	1515620	Mat	PTCMAPRR4SEG1 2x8x10 75	PM_ASERRADERO2	1	P	T	C	MA	PR	R4	SE	G1	2	8	10	         50,800	      203,200	    3.048,000	 45,000	190,000	3.050,000
	1515621	Mat	PTCMAENR4SEG2 2x8x8 75	PM_ASERRADERO2	1	P	T	C	MA	EN	R4	SE	G2	2	8	8	         50,800	      203,200	    2.438,400	 45,000	190,000	2.440,000
	1515622	Mat	PTCMAENR4SEG2 2x8x10 75	PM_ASERRADERO2	1	P	T	C	MA	EN	R4	SE	G2	2	8	10	         50,800	      203,200	    3.048,000	 45,000	190,000	3.050,000
	1515623	Mat	PTCMAAER4SEEX 2x8x8 75	PM_ASERRADERO2	1	P	T	C	MA	AE	R4	SE	EX	2	8	8	         50,800	      203,200	    2.438,400	 45,000	190,000	2.440,000
	1515624	Mat	PTCMAAER4SEEX 2x8x10 75	PM_ASERRADERO2	1	P	T	C	MA	AE	R4	SE	EX	2	8	10	         50,800	      203,200	    3.048,000	 45,000	190,000	3.050,000
	1515625	Mat	PTCMAPRR4SEG1 3x6x8 70	PM_ASERRADERO2	1	P	T	C	MA	PR	R4	SE	G1	3	6	8	         76,200	      152,400	    2.438,400	 69,000	140,000	2.440,000
	1515626	Mat	PTCMAENR4SEG2 3x6x8 70	PM_ASERRADERO2	1	P	T	C	MA	EN	R4	SE	G2	3	6	8	         76,200	      152,400	    2.438,400	 69,000	140,000	2.440,000
	1515627	Mat	PTCMAAER4SEEX 3x6x8 70	PM_ASERRADERO2	1	P	T	C	MA	AE	R4	SE	EX	3	6	8	         76,200	      152,400	    2.438,400	 69,000	140,000	2.440,000
	1515628	Mat	PTCMAPRR4SEG1 3x8x8 50	PM_ASERRADERO2	1	P	T	C	MA	PR	R4	SE	G1	3	8	8	         76,200	      203,200	    2.438,400	 69,000	190,000	2.440,000
	1515629	Mat	PTCMAPRR4SEG1 3x8x10 50	PM_ASERRADERO2	1	P	T	C	MA	PR	R4	SE	G1	3	8	10	         76,200	      203,200	    3.048,000	 69,000	190,000	3.050,000
	1515630	Mat	PTCMAENR4SEG2 3x8x8 50	PM_ASERRADERO2	1	P	T	C	MA	EN	R4	SE	G2	3	8	8	         76,200	      203,200	    2.438,400	 69,000	190,000	2.440,000
	1515631	Mat	PTCMAENR4SEG2 3x8x10 50	PM_ASERRADERO2	1	P	T	C	MA	EN	R4	SE	G2	3	8	10	         76,200	      203,200	    3.048,000	 69,000	190,000	3.050,000
	1515632	Mat	PTCMAAER4SEEX 3x8x8 50	PM_ASERRADERO2	1	P	T	C	MA	AE	R4	SE	EX	3	8	8	         76,200	      203,200	    2.438,400	 69,000	190,000	2.440,000
	1515633	Mat	PTCMAAER4SEEX 3x8x10 50	PM_ASERRADERO2	1	P	T	C	MA	AE	R4	SE	EX	3	8	10	         76,200	      203,200	    3.048,000	 69,000	190,000	3.050,000
	1515640	Mat	PTCMASPS4SEG1 1x4x5 240	PM_ASERRADERO2	1	P	T	C	MA	SP	S4	SE	G1	1	4	5	         25,400	      101,600	    1.524,000	 19,000	 89,000	1.525,000
	1515641	Mat	PTCMASTS2SEG1 1x2x8 560	PM_ASERRADERO2	1	P	T	C	MA	ST	S2	SE	G1	1	2	8	         25,400	       50,800	    2.438,400	 19,000	 38,000	2.440,000
	1515644	Mat	PTCMAAER4SEEX 1x4x16 348	PM_ASERRADERO2	1	P	T	C	MA	AE	R4	SE	EX	1	4	16	         25,400	      101,600	    4.876,800	 24,000	 89,000	4.880,000
	1515659	Mat	PTCMASPRGSEG1 1x6x8 189	PM_ASERRADERO2	1	P	T	C	MA	SP	RG	SE	G1	1	6	8	         25,400	      152,400	    2.438,400	 25,000	145,000	2.440,000
	1515666	Mat	PTCMASTRGSEG1 2x4x8 154	PM_ASERRADERO2	1	P	T	C	MA	ST	RG	SE	G1	2	4	8	         50,800	      101,600	    2.438,400	 48,000	 95,000	2.440,000
	1515667	Mat	PTCMASTRGSEG1 2x4x10 154	PM_ASERRADERO2	1	P	T	C	MA	ST	RG	SE	G1	2	4	10	         50,800	      101,600	    3.048,000	 48,000	 95,000	3.050,000
	1515668	Mat	PTCMASTRGSEG1 2x4x12 154	PM_ASERRADERO2	1	P	T	C	MA	ST	RG	SE	G1	2	4	12	         50,800	      101,600	    3.657,600	 48,000	 95,000	3.660,000
	1515669	Mat	PTCMASTRGSEG1 2x4x14 154	PM_ASERRADERO2	1	P	T	C	MA	ST	RG	SE	G1	2	4	14	         50,800	      101,600	    4.267,200	 48,000	 95,000	4.270,000
	1515680	Mat	PTCMASTRGSEG1 2x4x16 154	PM_ASERRADERO2	1	P	T	C	MA	ST	RG	SE	G1	2	4	16	         50,800	      101,600	    4.876,800	 48,000	 95,000	4.880,000
	1515681	Mat	PTCMASTRGSEG1 2x6x14 98	PM_ASERRADERO2	1	P	T	C	MA	ST	RG	SE	G1	2	6	14	         50,800	      152,400	    4.267,200	 48,000	145,000	4.270,000
	1515682	Mat	PTCMASTRGSEG1 2x6x16 98	PM_ASERRADERO2	1	P	T	C	MA	ST	RG	SE	G1	2	6	16	         50,800	      152,400	    4.876,800	 48,000	145,000	4.880,000
	1515683	Mat	PTCMASTRGSEG1 3x6x12 70	PM_ASERRADERO2	1	P	T	C	MA	ST	RG	SE	G1	3	6	12	         76,200	      152,400	    3.657,600	 72,000	145,000	3.660,000
	1515684	Mat	PTCMASTRGSEG1 3x6x16 70	PM_ASERRADERO2	1	P	T	C	MA	ST	RG	SE	G1	3	6	16	         76,200	      152,400	    4.876,800	 72,000	145,000	4.880,000
	1515685	Mat	PTCMASTRGSEG1 2x10x12 72	PM_ASERRADERO2	1	P	T	C	MA	ST	RG	SE	G1	2	10	12	         50,800	      254,000	    3.657,600	 38,000	228,000	3.660,000
	1515686	Mat	PTCMASTRGSEG1 2x10x14 72	PM_ASERRADERO2	1	P	T	C	MA	ST	RG	SE	G1	2	10	14	         50,800	      254,000	    4.267,200	 38,000	228,000	4.270,000
	1515687	Mat	PTCMASTRGSEG1 2x10x16 72	PM_ASERRADERO2	1	P	T	C	MA	ST	RG	SE	G1	2	10	16	         50,800	      254,000	    4.876,800	 38,000	228,000	4.880,000
	1515688	Mat	PTCMASPR4SEG1 1x4x8 432	PM_ASERRADERO2	1	P	T	C	MA	SP	R4	SE	G1	1	4	8	         25,400	      101,600	    2.438,400	 19,000	 89,000	2.440,000
	1515689	Mat	PTCMASPR4SEG1 1x4x10 432	PM_ASERRADERO2	1	P	T	C	MA	SP	R4	SE	G1	1	4	10	         25,400	      101,600	    3.048,000	 19,000	 89,000	3.050,000
	1515690	Mat	PTCMASTR4SEG1 1x6x10 288	PM_ASERRADERO2	1	P	T	C	MA	ST	R4	SE	G1	1	6	10	         25,400	      152,400	    3.048,000	 19,000	140,000	3.050,000
	1515691	Mat	PTCMASPRGSEG1 1x6x10 189	PM_ASERRADERO2	1	P	T	C	MA	SP	RG	SE	G1	1	6	10	         25,400	      152,400	    3.048,000	 25,000	145,000	3.050,000
	1515692	Mat	PTCMASPRGSEG1 1x6x12 189	PM_ASERRADERO2	1	P	T	C	MA	SP	RG	SE	G1	1	6	12	         25,400	      152,400	    3.657,600	 25,000	145,000	3.660,000
	1515693	Mat	PTCMASPRGSEG1 1x6x14 189	PM_ASERRADERO2	1	P	T	C	MA	SP	RG	SE	G1	1	6	14	         25,400	      152,400	    4.267,200	 25,000	145,000	4.270,000
	1515695	Mat	PTCMASTR4SEG1 1x6x12 288	PM_ASERRADERO2	1	P	T	C	MA	ST	R4	SE	G1	1	6	12	         25,400	      152,400	    3.657,600	 19,000	140,000	3.660,000
	1515696	Mat	PTCMASTR4SEG1 1x6x14 288	PM_ASERRADERO2	1	P	T	C	MA	ST	R4	SE	G1	1	6	14	         25,400	      152,400	    4.267,200	 19,000	140,000	4.270,000
	1515697	Mat	PTCMASPS3SEG1 1x5x8 324	PM_ASERRADERO2	1	P	T	C	MA	SP	S3	SE	G1	1	5	8	         25,400	      127,000	    2.438,400	 19,000	122,000	2.440,000
	1515698	Mat	PTCMASPS3SEG1 1x5x10 324	PM_ASERRADERO2	1	P	T	C	MA	SP	S3	SE	G1	1	5	10	         25,400	      127,000	    3.048,000	 19,000	122,000	3.050,000
	1515699	Mat	PTCMASPRGSEG1 1x6x10 210	PM_ASERRADERO2	1	P	T	C	MA	SP	RG	SE	G1	1	6	10	         25,400	      152,400	    3.048,000	 22,000	145,000	3.050,000
	1515700	Mat	PTCMASPS3SEG1 1x5x12 324	PM_ASERRADERO2	1	P	T	C	MA	SP	S3	SE	G1	1	5	12	         25,400	      127,000	    3.657,600	 19,000	122,000	3.660,000
	1515701	Mat	PTCMASPRGSEG1 1x6x12 210	PM_ASERRADERO2	1	P	T	C	MA	SP	RG	SE	G1	1	6	12	         25,400	      152,400	    3.657,600	 22,000	145,000	3.660,000
	1515702	Mat	PTCMASPRGSEG1 1x6x14 210	PM_ASERRADERO2	1	P	T	C	MA	SP	RG	SE	G1	1	6	14	         25,400	      152,400	    4.267,200	 22,000	145,000	4.270,000
	1515703	Mat	PTCMASPRGSEG1 1x8x10 150	PM_ASERRADERO2	1	P	T	C	MA	SP	RG	SE	G1	1	8	10	         25,400	      203,200	    3.048,000	 22,000	195,000	3.050,000
	1515704	Mat	PTCMASPS3SEG1 1x5x14 324	PM_ASERRADERO2	1	P	T	C	MA	SP	S3	SE	G1	1	5	14	         25,400	      127,000	    4.267,200	 19,000	122,000	4.270,000
	1515705	Mat	PTCMASPRGSEG1 1x8x12 150	PM_ASERRADERO2	1	P	T	C	MA	SP	RG	SE	G1	1	8	12	         25,400	      203,200	    3.657,600	 22,000	195,000	3.660,000
	1515706	Mat	PTCMASPS3SEG1 1x5x16 324	PM_ASERRADERO2	1	P	T	C	MA	SP	S3	SE	G1	1	5	16	         25,400	      127,000	    4.876,800	 19,000	122,000	4.880,000
	1515707	Mat	PTCMASPRGSEG1 2x4x12 154	PM_ASERRADERO2	1	P	T	C	MA	SP	RG	SE	G1	2	4	12	         50,800	      101,600	    3.657,600	 48,000	 95,000	3.660,000
	1515708	Mat	PTCMASPRGSEG1 2x6x14 98	PM_ASERRADERO2	1	P	T	C	MA	SP	RG	SE	G1	2	6	14	         50,800	      152,400	    4.267,200	 48,000	145,000	4.270,000
	1515709	Mat	PTCMASPRGSEG1 2x6x16 98	PM_ASERRADERO2	1	P	T	C	MA	SP	RG	SE	G1	2	6	16	         50,800	      152,400	    4.876,800	 48,000	145,000	4.880,000
	1515710	Mat	PTCMAENS3SEG2 1x5x14 324	PM_ASERRADERO2	1	P	T	C	MA	EN	S3	SE	G2	1	5	14	         25,400	      127,000	    4.267,200	 19,000	122,000	4.270,000
	1515711	Mat	PTCMASPRGSEG1 3x6x10 70	PM_ASERRADERO2	1	P	T	C	MA	SP	RG	SE	G1	3	6	10	         76,200	      152,400	    3.048,000	 72,000	145,000	3.050,000
	1515712	Mat	PTCMASPRGSEG1 3x6x12 70	PM_ASERRADERO2	1	P	T	C	MA	SP	RG	SE	G1	3	6	12	         76,200	      152,400	    3.657,600	 72,000	145,000	3.660,000
	1515713	Mat	PTCMAAES3SEEX 1x5x8 324	PM_ASERRADERO2	1	P	T	C	MA	AE	S3	SE	EX	1	5	8	         25,400	      127,000	    2.438,400	 19,000	122,000	2.440,000
	1515714	Mat	PTCMAAES3SEEX 1x5x10 324	PM_ASERRADERO2	1	P	T	C	MA	AE	S3	SE	EX	1	5	10	         25,400	      127,000	    3.048,000	 19,000	122,000	3.050,000
	1515715	Mat	PTCMASPRGSEG1 3x6x14 70	PM_ASERRADERO2	1	P	T	C	MA	SP	RG	SE	G1	3	6	14	         76,200	      152,400	    4.267,200	 72,000	145,000	4.270,000
	1515716	Mat	PTCMAAES3SEEX 1x5x12 324	PM_ASERRADERO2	1	P	T	C	MA	AE	S3	SE	EX	1	5	12	         25,400	      127,000	    3.657,600	 19,000	122,000	3.660,000
	1515717	Mat	PTCMASPRGSEG1 3x6x16 70	PM_ASERRADERO2	1	P	T	C	MA	SP	RG	SE	G1	3	6	16	         76,200	      152,400	    4.876,800	 72,000	145,000	4.880,000
	1515718	Mat	PTCMAAES3SEEX 1x5x14 324	PM_ASERRADERO2	1	P	T	C	MA	AE	S3	SE	EX	1	5	14	         25,400	      127,000	    4.267,200	 19,000	122,000	4.270,000
	1515719	Mat	PTCMAENR4SEG2 2x6x10 128	PM_ASERRADERO2	1	P	T	C	MA	EN	R4	SE	G2	2	6	10	         50,800	      152,400	    3.048,000	 38,000	140,000	3.050,000
	1515720	Mat	PTCMAAES3SEEX 1x5x16 324	PM_ASERRADERO2	1	P	T	C	MA	AE	S3	SE	EX	1	5	16	         25,400	      127,000	    4.876,800	 19,000	122,000	4.880,000
	1515721	Mat	PTCMAENR4SEG2 2x6x12 128	PM_ASERRADERO2	1	P	T	C	MA	EN	R4	SE	G2	2	6	12	         50,800	      152,400	    3.657,600	 38,000	140,000	3.660,000
	1515722	Mat	PTCMASTS3SEG1 1x5x10 324	PM_ASERRADERO2	1	P	T	C	MA	ST	S3	SE	G1	1	5	10	         25,400	      127,000	    3.048,000	 19,000	122,000	3.050,000
	1515723	Mat	PTCMAENR4SEG2 2x8x12 96	PM_ASERRADERO2	1	P	T	C	MA	EN	R4	SE	G2	2	8	12	         50,800	      203,200	    3.657,600	 38,000	184,000	3.660,000
	1515724	Mat	PTCMAENRGSEG2 3x6x10 70	PM_ASERRADERO2	1	P	T	C	MA	EN	RG	SE	G2	3	6	10	         76,200	      152,400	    3.048,000	 72,000	145,000	3.050,000
	1515726	Mat	PTCMAENRGSEG2 3x6x12 70	PM_ASERRADERO2	1	P	T	C	MA	EN	RG	SE	G2	3	6	12	         76,200	      152,400	    3.657,600	 72,000	145,000	3.660,000
	1515727	Mat	PTCMAENRGSEG2 3x6x16 70	PM_ASERRADERO2	1	P	T	C	MA	EN	RG	SE	G2	3	6	16	         76,200	      152,400	    4.876,800	 72,000	145,000	4.880,000
	1515728	Mat	PTCMAAERGSEEX 1x4x10 330	PM_ASERRADERO2	1	P	T	C	MA	AE	RG	SE	EX	1	4	10	         25,400	      101,600	    3.048,000	 22,000	 95,000	3.050,000
	1515729	Mat	PTCMAAERGSEEX 1x4x12 330	PM_ASERRADERO2	1	P	T	C	MA	AE	RG	SE	EX	1	4	12	         25,400	      101,600	    3.657,600	 22,000	 95,000	3.660,000
	1515730	Mat	PTCMASTS3SEG1 1x5x14 324	PM_ASERRADERO2	1	P	T	C	MA	ST	S3	SE	G1	1	5	14	         25,400	      127,000	    4.267,200	 19,000	122,000	4.270,000
	1515731	Mat	PTCMAAERGSEEX 1x4x14 330	PM_ASERRADERO2	1	P	T	C	MA	AE	RG	SE	EX	1	4	14	         25,400	      101,600	    4.267,200	 22,000	 95,000	4.270,000
	1515732	Mat	PTCMASTS3SEG1 1x5x16 324	PM_ASERRADERO2	1	P	T	C	MA	ST	S3	SE	G1	1	5	16	         25,400	      127,000	    4.876,800	 19,000	122,000	4.880,000
	1515733	Mat	PTCMAAERGSEEX 1x4x16 330	PM_ASERRADERO2	1	P	T	C	MA	AE	RG	SE	EX	1	4	16	         25,400	      101,600	    4.876,800	 22,000	 95,000	4.880,000
	1515734	Mat	PTCMASPR4SEG1 2x6x8 128	PM_ASERRADERO2	1	P	T	C	MA	SP	R4	SE	G1	2	6	8	         50,800	      152,400	    2.438,400	 38,000	140,000	2.440,000
	1515735	Mat	PTCMAAERGSEEX 1x8x8 150	PM_ASERRADERO2	1	P	T	C	MA	AE	RG	SE	EX	1	8	8	         25,400	      203,200	    2.438,400	 22,000	195,000	2.440,000
	1515736	Mat	PTCMASPR4SEG1 2x6x10 128	PM_ASERRADERO2	1	P	T	C	MA	SP	R4	SE	G1	2	6	10	         50,800	      152,400	    3.048,000	 38,000	140,000	3.050,000
	1515737	Mat	PTCMAAERGSEEX 1x8x14 150	PM_ASERRADERO2	1	P	T	C	MA	AE	RG	SE	EX	1	8	14	         25,400	      203,200	    4.267,200	 22,000	195,000	4.270,000
	1515738	Mat	PTCMASPR4SEG1 2x6x12 128	PM_ASERRADERO2	1	P	T	C	MA	SP	R4	SE	G1	2	6	12	         50,800	      152,400	    3.657,600	 38,000	140,000	3.660,000
	1515739	Mat	PTCMASPR4SEG1 2x8x10 96	PM_ASERRADERO2	1	P	T	C	MA	SP	R4	SE	G1	2	8	10	         50,800	      203,200	    3.048,000	 38,000	184,000	3.050,000
	1515740	Mat	PTCMASPR4SEG1 2x8x12 96	PM_ASERRADERO2	1	P	T	C	MA	SP	R4	SE	G1	2	8	12	         50,800	      203,200	    3.657,600	 38,000	184,000	3.660,000
	1515741	Mat	PTCMAAERGSEEX 1x10x8 120	PM_ASERRADERO2	1	P	T	C	MA	AE	RG	SE	EX	1	10	8	         25,400	      254,000	    2.438,400	 22,000	250,000	2.440,000
	1515742	Mat	PTCMASPS4SEG1 1x10x12 144	PM_ASERRADERO2	1	P	T	C	MA	SP	S4	SE	G1	1	10	12	         25,400	      254,000	    3.657,600	 19,000	235,000	3.660,000
	1515743	Mat	PTCMASPS4SEG1 1x10x14 144	PM_ASERRADERO2	1	P	T	C	MA	SP	S4	SE	G1	1	10	14	         25,400	      254,000	    4.267,200	 19,000	235,000	4.270,000
	1515744	Mat	PTCMASTRGSEG1 1x6x14 210	PM_ASERRADERO2	1	P	T	C	MA	ST	RG	SE	G1	1	6	14	         25,400	      152,400	    4.267,200	 22,000	145,000	4.270,000
	1515745	Mat	PTCMASTRGSEG1 1x4x8 330	PM_ASERRADERO2	1	P	T	C	MA	ST	RG	SE	G1	1	4	8	         25,400	      101,600	    2.438,400	 22,000	 95,000	2.440,000
	1515746	Mat	PTCMAAERGSEEX 1x10x10 120	PM_ASERRADERO2	1	P	T	C	MA	AE	RG	SE	EX	1	10	10	         25,400	      254,000	    3.048,000	 22,000	250,000	3.050,000
	1515747	Mat	PTCMASTRGSEG1 1x4x10 330	PM_ASERRADERO2	1	P	T	C	MA	ST	RG	SE	G1	1	4	10	         25,400	      101,600	    3.048,000	 22,000	 95,000	3.050,000
	1515748	Mat	PTCMAAERGSEEX 2x8x14 70	PM_ASERRADERO2	1	P	T	C	MA	AE	RG	SE	EX	2	8	14	         50,800	      203,200	    4.267,200	 48,000	195,000	4.270,000
