09.04.2026                                                                                                 Salida dinámica de lista                                                                                                                                                       1


	Objeto	Tipo objeto	Denomin.	Clase	Status	ESPECIE	Clase	Tipo de madera	Familia	Calidad	Terminación	Estado Humedad	Grado	Espesor Comercial	Ancho comercial	Largo Comercial	Espesor Nominal	Ancho Nominal	Largo Nominal	Espesor	  Ancho	    Largo

	1204168	Mat	PPCMC1CRGVESD 0x0x0	PM_ASERRADERO2	1	P	P	C	MC	1C	RG	VE	SD
	1204169	Mat	PPCMC2CRGVESD 0x0x0	PM_ASERRADERO2	1	P	P	C	MC	2C	RG	VE	SD
	1518313	Mat	PTLMUCORGSEG1 20x74x3050 462	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	3	10	         25,400	       76,200	    3.048,000	 20,000	 74,000	3.050,000
	1518314	Mat	PTLMUCORGSEG1 20x74x3355 462	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	3	11	         25,400	       76,200	    3.352,800	 20,000	 74,000	3.355,000
	1518315	Mat	PTLMUCORGSEG1 20x74x3660 462	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	3	12	         25,400	       76,200	    3.657,600	 20,000	 74,000	3.660,000
	1518316	Mat	PTLMUCORGSEG1 20x74x3965 462	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	3	13	         25,400	       76,200	    3.962,400	 20,000	 74,000	3.965,000
	1518317	Mat	PTLMUCORGSEG1 20x74x4270 462	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	3	14	         25,400	       76,200	    4.267,200	 20,000	 74,000	4.270,000
	1518318	Mat	PTLMUCORGSEG1 20x74x4575 462	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	3	15	         25,400	       76,200	    4.572,000	 20,000	 74,000	4.575,000
	1518319	Mat	PTLMUCORGSEG1 20x74x4880 462	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	3	16	         25,400	       76,200	    4.876,800	 20,000	 74,000	4.880,000
	1518320	Mat	PTLMUCORGSEG1 20x143x4575 231	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	6	15	         25,400	      152,400	    4.572,000	 20,000	143,000	4.575,000
	1518321	Mat	PTLMUCORGSEG1 20x143x4880 231	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	6	16	         25,400	      152,400	    4.876,800	 20,000	143,000	4.880,000
	1518324	Mat	PTLMUCORGSEG1 20x95x2135 363	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	4	7	         25,400	      101,600	    2.133,600	 20,000	 95,000	2.135,000
	1518325	Mat	PTLMUCORGSEG1 20x95x2440 363	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	4	8	         25,400	      101,600	    2.438,400	 20,000	 95,000	2.440,000
	1518326	Mat	PTLMUCORGSEG1 20x95x2745 363	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	4	9	         25,400	      101,600	    2.743,200	 20,000	 95,000	2.745,000
	1518327	Mat	PTLMUCORGSEG1 20x95x3050 363	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	4	10	         25,400	      101,600	    3.048,000	 20,000	 95,000	3.050,000
	1518328	Mat	PTLMUCORGSEG1 20x95x3355 363	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	4	11	         25,400	      101,600	    3.352,800	 20,000	 95,000	3.355,000
	1518329	Mat	PTLMUCORGSEG1 20x95x3660 363	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	4	12	         25,400	      101,600	    3.657,600	 20,000	 95,000	3.660,000
	1518330	Mat	PTLMUCORGSEG1 20x100x2135 330	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	4	7	         25,400	      101,600	    2.133,600	 20,000	100,000	2.135,000
	1518332	Mat	PTLMUCORGSEG1 22x150x2135 210	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	6	7	         25,400	      152,400	    2.133,600	 22,000	150,000	2.135,000
	1518333	Mat	PTLMUCORGSEG1 22x150x2440 210	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	6	8	         25,400	      152,400	    2.438,400	 22,000	150,000	2.440,000
	1518334	Mat	PTLMUCORGSEG1 22x150x2745 210	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	6	9	         25,400	      152,400	    2.743,200	 22,000	150,000	2.745,000
	1518335	Mat	PTLMUCORGSEG1 22x150x3050 210	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	6	10	         25,400	      152,400	    3.048,000	 22,000	150,000	3.050,000
	1518336	Mat	PTLMUCORGSEG1 36x150x2135 133	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1 1/2	6	7	         38,100	      152,400	    2.133,600	 36,000	150,000	2.135,000
	1518337	Mat	PTLMUCORGSEG1 36x150x2440 133	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1 1/2	6	8	         38,100	      152,400	    2.438,400	 36,000	150,000	2.440,000
	1518338	Mat	PTLMUCORGSEG1 36x150x2745 133	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1 1/2	6	9	         38,100	      152,400	    2.743,200	 36,000	150,000	2.745,000
	1518339	Mat	PTLMUCORGSEG1 36x150x3050 133	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1 1/2	6	10	         38,100	      152,400	    3.048,000	 36,000	150,000	3.050,000
	1518340	Mat	PTLMUCORGSEG1 20x100x2440 330	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	4	8	         25,400	      101,600	    2.438,400	 20,000	100,000	2.440,000
	1518341	Mat	PTLMUCORGSEG1 20x100x2745 330	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	4	9	         25,400	      101,600	    2.743,200	 20,000	100,000	2.745,000
	1518342	Mat	PTLMUCORGSEG1 20x100x3050 330	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	4	10	         25,400	      101,600	    3.048,000	 20,000	100,000	3.050,000
	1518343	Mat	PTLMUCORGSEG1 20x100x3355 330	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	4	11	         25,400	      101,600	    3.352,800	 20,000	100,000	3.355,000
	1518344	Mat	PTLMUCORGSEG1 20x100x3660 330	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	4	12	         25,400	      101,600	    3.657,600	 20,000	100,000	3.660,000
	1518345	Mat	PTLMUCORGSEG1 20x100x3965 330	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	4	13	         25,400	      101,600	    3.962,400	 20,000	100,000	3.965,000
	1518346	Mat	PTLMUCORGSEG1 20x100x4270 330	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	4	14	         25,400	      101,600	    4.267,200	 20,000	100,000	4.270,000
	1518347	Mat	PTLMUCORGSEG1 20x100x4575 330	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	4	15	         25,400	      101,600	    4.572,000	 20,000	100,000	4.575,000
	1518348	Mat	PTLMUCORGSEG1 20x100x4880 330	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	4	16	         25,400	      101,600	    4.876,800	 20,000	100,000	4.880,000
	1518349	Mat	PTLMU1FRGSEG1 28xRWxRL	PM_ASERRADERO2	1	P	T	L	MU	1F	RGH	SE	G1	1	RW	RL	         25,400			 28,000
	1518352	Mat	PTLMUCORGSEG1 22x150x3355 210	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	6	11	         25,400	      152,400	    3.352,800	 22,000	150,000	3.355,000
	1518353	Mat	PTLMUCORGSEG1 22x150x3660 210	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	6	12	         25,400	      152,400	    3.657,600	 22,000	150,000	3.660,000
	1518354	Mat	PTLMUCORGSEG1 22x150x3965 210	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	6	13	         25,400	      152,400	    3.962,400	 22,000	150,000	3.965,000
	1518355	Mat	PTLMUCORGSEG1 22x150x4270 210	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	6	14	         25,400	      152,400	    4.267,200	 22,000	150,000	4.270,000
	1518356	Mat	PTLMUCORGSEG1 22x150x4575 210	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	6	15	         25,400	      152,400	    4.572,000	 22,000	150,000	4.575,000
	1518357	Mat	PTLMUCORGSEG1 22x150x4880 210	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	6	16	         25,400	      152,400	    4.876,800	 22,000	150,000	4.880,000
	1518359	Mat	PTLMUCORGSEG1 25x150x2135 189	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	6	7	         25,400	      152,400	    2.133,600	 25,000	150,000	2.135,000
	1518360	Mat	PTLMUCORGSEG1 25x150x2745 189	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	6	9	         25,400	      152,400	    2.743,200	 25,000	150,000	2.745,000
	1518361	Mat	PTLMUCORGSEG1 25x150x3050 189	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	6	10	         25,400	      152,400	    3.048,000	 25,000	150,000	3.050,000
	1518362	Mat	PTLMUCORGSEG1 25x150x3355 189	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	6	11	         25,400	      152,400	    3.352,800	 25,000	150,000	3.355,000
	1518363	Mat	PTLMUCORGSEG1 25x150x3660 189	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	6	12	         25,400	      152,400	    3.657,600	 25,000	150,000	3.660,000
	1518364	Mat	PTLMUCORGSEG1 25x150x3965 189	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	6	13	         25,400	      152,400	    3.962,400	 25,000	150,000	3.965,000
	1518365	Mat	PTLMUCORGSEG1 25x150x4270 189	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	6	14	         25,400	      152,400	    4.267,200	 25,000	150,000	4.270,000
	1518367	Mat	PTLMUCORGSEG1 25x150x4575 189	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	6	15	         25,400	      152,400	    4.572,000	 25,000	150,000	4.575,000
	1518368	Mat	PTLMUCORGSEG1 25x150x4880 189	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	6	16	         25,400	      152,400	    4.876,800	 25,000	150,000	4.880,000
	1518375	Mat	PTLMUCORGSEG1 20x187x2135 165	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	8	7	         25,400	      203,200	    2.133,600	 20,000	187,000	2.135,000
	1518376	Mat	PTLMUCORGSEG1 20x187x2440 165	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	8	8	         25,400	      203,200	    2.438,400	 20,000	187,000	2.440,000
	1518377	Mat	PTLMUCORGSEG1 20x187x2745 165	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	8	9	         25,400	      203,200	    2.743,200	 20,000	187,000	2.745,000
	1518379	Mat	PTLMUCORGSEG1 20x187x3050 165	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	8	10	         25,400	      203,200	    3.048,000	 20,000	187,000	3.050,000
	1518380	Mat	PTLMUCORGSEG1 20x95x3965 363	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	4	13	         25,400	      101,600	    3.962,400	 20,000	 95,000	3.965,000
	1518381	Mat	PTLMUCORGSEG1 20x95x4270 363	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	4	14	         25,400	      101,600	    4.267,200	 20,000	 95,000	4.270,000
	1518382	Mat	PTLMUCORGSEG1 20x95x4575 363	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	4	15	         25,400	      101,600	    4.572,000	 20,000	 95,000	4.575,000
	1518383	Mat	PTLMUCORGSEG1 20x95x4880 363	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	4	16	         25,400	      101,600	    4.876,800	 20,000	 95,000	4.880,000
	1518387	Mat	PTLMUCORGSEG1 20x195x2135 165	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	8	7	         25,400	      203,200	    2.133,600	 20,000	195,000	2.135,000
	1518389	Mat	PTLMUCORGSEG1 20x195x2440 165	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	8	8	         25,400	      203,200	    2.438,400	 20,000	195,000	2.440,000
	1518391	Mat	PTLMUCORGSEG1 20x152x2135 231	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	6	7	         25,400	      152,400	    2.133,600	 20,000	152,000	2.135,000
	1518392	Mat	PTLMUCORGSEG1 20x152x2440 231	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	6	8	         25,400	      152,400	    2.438,400	 20,000	152,000	2.440,000
	1518393	Mat	PTLMUCORGSEG1 20x152x2745 231	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	6	9	         25,400	      152,400	    2.743,200	 20,000	152,000	2.745,000
	1518394	Mat	PTLMUCORGSEG1 20x152x3050 231	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	6	10	         25,400	      152,400	    3.048,000	 20,000	152,000	3.050,000
	1518395	Mat	PTLMUCORGSEG1 20x152x3355 231	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	6	11	         25,400	      152,400	    3.352,800	 20,000	152,000	3.355,000
	1518396	Mat	PTLMUCORGSEG1 20x152x3660 231	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	6	12	         25,400	      152,400	    3.657,600	 20,000	152,000	3.660,000
	1518397	Mat	PTLMUCORGSEG1 20x152x3965 231	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	6	13	         25,400	      152,400	    3.962,400	 20,000	152,000	3.965,000
	1518398	Mat	PTLMUCORGSEG1 20x152x4270 231	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	6	14	         25,400	      152,400	    4.267,200	 20,000	152,000	4.270,000
	1518399	Mat	PTLMUCORGSEG1 20x152x4575 231	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	6	15	         25,400	      152,400	    4.572,000	 20,000	152,000	4.575,000
	1518400	Mat	PTLMUCORGSEG1 20x152x4880 231	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	6	16	         25,400	      152,400	    4.876,800	 20,000	152,000	4.880,000
	1518403	Mat	PTLMUCORGSEG1 20x195x3965 165	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	8	13	         25,400	      203,200	    3.962,400	 20,000	195,000	3.965,000
	1518404	Mat	PTLMUCORGSEG1 20x195x4270 165	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	8	14	         25,400	      203,200	    4.267,200	 20,000	195,000	4.270,000
	1518405	Mat	PTLMUCORGSEG1 20x195x4575 165	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	8	15	         25,400	      203,200	    4.572,000	 20,000	195,000	4.575,000
	1518406	Mat	PTLMUCORGSEG1 20x195x4880 165	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	8	16	         25,400	      203,200	    4.876,800	 20,000	195,000	4.880,000
	1518410	Mat	PTLMUCORGSEG1 20x187x3355 165	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	8	11	         25,400	      203,200	    3.352,800	 20,000	187,000	3.355,000
	1518411	Mat	PTLMUCORGSEG1 20x187x3660 165	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	8	12	         25,400	      203,200	    3.657,600	 20,000	187,000	3.660,000
	1518412	Mat	PTLMUCORGSEG1 20x187x3965 165	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	8	13	         25,400	      203,200	    3.962,400	 20,000	187,000	3.965,000
	1518413	Mat	PTLMUCORGSEG1 20x187x4270 165	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	8	14	         25,400	      203,200	    4.267,200	 20,000	187,000	4.270,000
	1518414	Mat	PTLMUCORGSEG1 20x187x4575 165	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	8	15	         25,400	      203,200	    4.572,000	 20,000	187,000	4.575,000
	1518415	Mat	PTLMUCORGSEG1 20x187x4880 165	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	8	16	         25,400	      203,200	    4.876,800	 20,000	187,000	4.880,000
	1518420	Mat	PTLMUCORGSEG1 20x195x2745 165	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	8	9	         25,400	      203,200	    2.743,200	 20,000	195,000	2.745,000
	1518421	Mat	PTLMUCORGSEG1 20x195x3050 165	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	8	10	         25,400	      203,200	    3.048,000	 20,000	195,000	3.050,000
	1518422	Mat	PTLMUCORGSEG1 20x195x3355 165	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	8	11	         25,400	      203,200	    3.352,800	 20,000	195,000	3.355,000
	1518423	Mat	PTLMUCORGSEG1 20x195x3660 165	PM_ASERRADERO2	1	P	T	L	MU	CO	RGH	SE	G1	1	8	12	         25,400	      203,200	    3.657,600	 20,000	195,000	3.660,000
	1518435	Mat	PTCMASTR4SEG1 2x4x8 150	PM_ASERRADERO2	1	P	T	C	MA	ST	R4	SE	G1	2	4	8	         50,800	      101,600	    2.438,400	 45,000	 92,000	2.440,000
	1518436	Mat	PTCMASTR4SEG1 2x4x10 150	PM_ASERRADERO2	1	P	T	C	MA	ST	R4	SE	G1	2	4	10	         50,800	      101,600	    3.048,000	 45,000	 92,000	3.050,000
	1518437	Mat	PTCMASTR4SEG1 2x4x12 150	PM_ASERRADERO2	1	P	T	C	MA	ST	R4	SE	G1	2	4	12	         50,800	      101,600	    3.657,600	 45,000	 92,000	3.660,000
	1518438	Mat	PTCMASTR4SEG1 2x4x14 150	PM_ASERRADERO2	1	P	T	C	MA	ST	R4	SE	G1	2	4	14	         50,800	      101,600	    4.267,200	 45,000	 92,000	4.270,000
	1518439	Mat	PTCMASTR4SEG1 2x4x16 150	PM_ASERRADERO2	1	P	T	C	MA	ST	R4	SE	G1	2	4	16	         50,800	      101,600	    4.876,800	 45,000	 92,000	4.880,000
	1518440	Mat	PTCMASTR4SEG1 2x6x8 105	PM_ASERRADERO2	1	P	T	C	MA	ST	R4	SE	G1	2	6	8	         50,800	      152,400	    2.438,400	 45,000	140,000	2.440,000
	1518441	Mat	PTCMAPRR4SEG1 2x6x10 192	PM_ASERRADERO2	1	P	T	C	MA	PR	R4	SE	G1	2	6	10	         50,800	      152,400	    3.048,000	 45,000	140,000	3.050,000
	1518442	Mat	PTCMASTR4SEG1 2x6x12 105	PM_ASERRADERO2	1	P	T	C	MA	ST	R4	SE	G1	2	6	12	         50,800	      152,400	    3.657,600	 45,000	140,000	3.660,000
	1518443	Mat	PTCMASTR4SEG1 2x6x14 105	PM_ASERRADERO2	1	P	T	C	MA	ST	R4	SE	G1	2	6	14	         50,800	      152,400	    4.267,200	 45,000	140,000	4.270,000
	1518444	Mat	PTCMASTR4SEG1 2x6x16 105	PM_ASERRADERO2	1	P	T	C	MA	ST	R4	SE	G1	2	6	16	         50,800	      152,400	    4.876,800	 45,000	140,000	4.880,000
	1518445	Mat	PTCMASTR4SEG1 2x8x8 75	PM_ASERRADERO2	1	P	T	C	MA	ST	R4	SE	G1	2	8	8	         50,800	      203,200	    2.438,400	 45,000	190,000	2.440,000
	1518446	Mat	PTCMASTR4SEG1 2x8x10 75	PM_ASERRADERO2	1	P	T	C	MA	ST	R4	SE	G1	2	8	10	         50,800	      203,200	    3.048,000	 45,000	190,000	3.050,000
	1518447	Mat	PTCMASTR4SEG1 2x8x12 75	PM_ASERRADERO2	1	P	T	C	MA	ST	R4	SE	G1	2	8	12	         50,800	      203,200	    3.657,600	 45,000	190,000	3.660,000
	1518448	Mat	PTCMASTR4SEG1 2x8x14 75	PM_ASERRADERO2	1	P	T	C	MA	ST	R4	SE	G1	2	8	14	         50,800	      203,200	    4.267,200	 45,000	190,000	4.270,000
	1518449	Mat	PTCMASTR4SEG1 2x8x16 75	PM_ASERRADERO2	1	P	T	C	MA	ST	R4	SE	G1	2	8	16	         50,800	      203,200	    4.876,800	 45,000	190,000	4.880,000
	1518452	Mat	PTCMASPS4SEG1 1x6x8 288	PM_ASERRADERO2	1	P	T	C	MA	SP	S4	SE	G1	1	6	8	         25,400	      152,400	    2.438,400	 19,000	140,000	2.440,000
	1518453	Mat	PTCMASPS4SEG1 1x6x10 288	PM_ASERRADERO2	1	P	T	C	MA	SP	S4	SE	G1	1	6	10	         25,400	      152,400	    3.048,000	 19,000	140,000	3.050,000
	1518454	Mat	PTCMASPS4SEG1 1x6x12 288	PM_ASERRADERO2	1	P	T	C	MA	SP	S4	SE	G1	1	6	12	         25,400	      152,400	    3.657,600	 19,000	140,000	3.660,000
	1518455	Mat	PTCMAENS4SEG2 1x6x8 288	PM_ASERRADERO2	1	P	T	C	MA	EN	S4	SE	G2	1	6	8	         25,400	      152,400	    2.438,400	 19,000	140,000	2.440,000
	1518456	Mat	PTCMAENS4SEG2 1x6x10 288	PM_ASERRADERO2	1	P	T	C	MA	EN	S4	SE	G2	1	6	10	         25,400	      152,400	    3.048,000	 19,000	140,000	3.050,000
	1518457	Mat	PTCMAENS4SEG2 1x6x12 288	PM_ASERRADERO2	1	P	T	C	MA	EN	S4	SE	G2	1	6	12	         25,400	      152,400	    3.657,600	 19,000	140,000	3.660,000
	1518458	Mat	PTCMAAES4SEEX 1x6x8 288	PM_ASERRADERO2	1	P	T	C	MA	AE	S4	SE	EX	1	6	8	         25,400	      152,400	    2.438,400	 19,000	140,000	2.440,000
	1518459	Mat	PTCMAAES4SEEX 1x6x10 288	PM_ASERRADERO2	1	P	T	C	MA	AE	S4	SE	EX	1	6	10	         25,400	      152,400	    3.048,000	 19,000	140,000	3.050,000
	1518460	Mat	PTCMAAES4SEEX 1x6x12 288	PM_ASERRADERO2	1	P	T	C	MA	AE	S4	SE	EX	1	6	12	         25,400	      152,400	    3.657,600	 19,000	140,000	3.660,000
	1518470	Mat	PTCMASPS4SEG1 1x8x8 216	PM_ASERRADERO2	1	P	T	C	MA	SP	S4	SE	G1	1	8	8	         25,400	      203,200	    2.438,400	 19,000	184,000	2.440,000
	1518471	Mat	PTCMASPS4SEG1 1x8x10 216	PM_ASERRADERO2	1	P	T	C	MA	SP	S4	SE	G1	1	8	10	         25,400	      203,200	    3.048,000	 19,000	184,000	3.050,000
	1518472	Mat	PTCMASPS4SEG1 1x8x12 216	PM_ASERRADERO2	1	P	T	C	MA	SP	S4	SE	G1	1	8	12	         25,400	      203,200	    3.657,600	 19,000	184,000	3.660,000
	1518474	Mat	PTCMAENS4SEG2 1x8x8 216	PM_ASERRADERO2	1	P	T	C	MA	EN	S4	SE	G2	1	8	8	         25,400	      203,200	    2.438,400	 19,000	184,000	2.440,000
	1518475	Mat	PTCMAENS4SEG2 1x8x10 216	PM_ASERRADERO2	1	P	T	C	MA	EN	S4	SE	G2	1	8	10	         25,400	      203,200	    3.048,000	 19,000	184,000	3.050,000
	1518476	Mat	PTCMAENS4SEG2 1x8x12 216	PM_ASERRADERO2	1	P	T	C	MA	EN	S4	SE	G2	1	8	12	         25,400	      203,200	    3.657,600	 19,000	184,000	3.660,000
	1518477	Mat	PTCMAAES4SEEX 1x8x8 216	PM_ASERRADERO2	1	P	T	C	MA	AE	S4	SE	EX	1	8	8	         25,400	      203,200	    2.438,400	 19,000	184,000	2.440,000
	1518478	Mat	PTCMAAES4SEEX 1x8x10 216	PM_ASERRADERO2	1	P	T	C	MA	AE	S4	SE	EX	1	8	10	         25,400	      203,200	    3.048,000	 19,000	184,000	3.050,000
	1518479	Mat	PTCMAAES4SEEX 1x8x12 216	PM_ASERRADERO2	1	P	T	C	MA	AE	S4	SE	EX	1	8	12	         25,400	      203,200	    3.657,600	 19,000	184,000	3.660,000
	1518491	Mat	PTCMASTR4SEG1 1 1/2x4x8 192	PM_ASERRADERO2	1	P	T	C	MA	ST	R4	SE	G1	1 1/2	4	8	         38,100	      101,600	    2.438,400	 38,000	 89,000	2.440,000
	1518492	Mat	PTCMASTR4SEG1 1 1/2x4x10 192	PM_ASERRADERO2	1	P	T	C	MA	ST	R4	SE	G1	1 1/2	4	10	         38,100	      101,600	    3.048,000	 38,000	 89,000	3.050,000
	1518493	Mat	PTCMASTR4SEG1 1 1/2x4x12 192	PM_ASERRADERO2	1	P	T	C	MA	ST	R4	SE	G1	1 1/2	4	12	         38,100	      101,600	    3.657,600	 38,000	 89,000	3.660,000
	1518494	Mat	PTCMASTR4SEG1 1 1/2x4x14 192	PM_ASERRADERO2	1	P	T	C	MA	ST	R4	SE	G1	1 1/2	4	14	         38,100	      101,600	    4.267,200	 38,000	 89,000	4.270,000
	1518495	Mat	PTCMASTR4SEG1 1 1/2x4x16 192	PM_ASERRADERO2	1	P	T	C	MA	ST	R4	SE	G1	1 1/2	4	16	         38,100	      101,600	    4.876,800	 38,000	 89,000	4.880,000
	1518496	Mat	PTCMAAER4SEEX 1 1/2x4x8 192	PM_ASERRADERO2	1	P	T	C	MA	AE	R4	SE	EX	1 1/2	4	8	         38,100	      101,600	    2.438,400	 38,000	 89,000	2.440,000
	1518497	Mat	PTCMAAER4SEEX 1 1/2x4x10 192	PM_ASERRADERO2	1	P	T	C	MA	AE	R4	SE	EX	1 1/2	4	10	         38,100	      101,600	    3.048,000	 38,000	 89,000	3.050,000
	1518498	Mat	PTCMAAER4SEEX 1 1/2x4x12 192	PM_ASERRADERO2	1	P	T	C	MA	AE	R4	SE	EX	1 1/2	4	12	         38,100	      101,600	    3.657,600	 38,000	 89,000	3.660,000
	1518499	Mat	PTCMAAER4SEEX 1 1/2x4x14 192	PM_ASERRADERO2	1	P	T	C	MA	AE	R4	SE	EX	1 1/2	4	14	         38,100	      101,600	    4.267,200	 38,000	 89,000	4.270,000
	1518500	Mat	PTCMAAER4SEEX 1 1/2x4x16 192	PM_ASERRADERO2	1	P	T	C	MA	AE	R4	SE	EX	1 1/2	4	16	         38,100	      101,600	    4.876,800	 38,000	 89,000	4.880,000
	1518502	Mat	PTCMASTR4SEG1 1 1/2x6x8 128	PM_ASERRADERO2	1	P	T	C	MA	ST	R4	SE	G1	1 1/2	6	8	         38,100	      152,400	    2.438,400	 38,000	140,000	2.440,000
	1518503	Mat	PTCMASTR4SEG1 1 1/2x6x10 128	PM_ASERRADERO2	1	P	T	C	MA	ST	R4	SE	G1	1 1/2	6	10	         38,100	      152,400	    3.048,000	 38,000	140,000	3.050,000
	1518504	Mat	PTCMASTR4SEG1 1 1/2x6x12 128	PM_ASERRADERO2	1	P	T	C	MA	ST	R4	SE	G1	1 1/2	6	12	         38,100	      152,400	    3.657,600	 38,000	140,000	3.660,000
	1518505	Mat	PTCMASTR4SEG1 1 1/2x6x14 128	PM_ASERRADERO2	1	P	T	C	MA	ST	R4	SE	G1	1 1/2	6	14	         38,100	      152,400	    4.267,200	 38,000	140,000	4.270,000
