Objeto;Denomin.;Tipo de madera;Familia;Terminación;Grado;Espesor;Ancho;Largo;CodAgrup;EspesorPPCalc;AnchoPPCalc;LargoPPCalc;RendVolCalc;CodigoPP;PrecodPP;Calidad;kerf;Denomin..1;RendGrado;Status;FamiliaPostiza;Escuadria
1514292;PTCMASPRGSEG1 1x6x8 216;C;MA;RGH;G1;25.0;145.0;2440.0;1514292;26;150.0;4880.0;0.9294871794871795;MA2615048808+8;MA26150;Standard Plus;;PTCMASPRGSEG1 1x6x8 216;;True;MA;MA 26x150
1514356;PTCMASPS4SEG1 1x8x4 120;C;MA;S4;G1;19.0;184.0;1220.0;1514356;23;194.0;1220.0;0.7835051546391752;MA231941220;MA23194;Standard Plus;;PTCMASPS4SEG1 1x8x4 120;;True;MA;MA 23x194
1514357;PTCMASPS4SEG1 1x8x6 120;C;MA;S4;G1;19.0;184.0;1830.0;1514357;23;194.0;3660.0;0.7835051546391752;MA2319436606+6;MA23194;Standard Plus;;PTCMASPS4SEG1 1x8x6 120;;True;MA;MA 23x194
1514358;PTCMASPS4SEG1 1x8x8 120;C;MA;S4;G1;19.0;184.0;2440.0;1514358;23;194.0;4880.0;0.7835051546391752;MA2319448808+8;MA23194;Standard Plus;;PTCMASPS4SEG1 1x8x8 120;;True;MA;MA 23x194
1514359;PTCMASPS4SEG1 1x8x10 120;C;MA;S4;G1;19.0;184.0;3050.0;1514359;23;194.0;3050.0;0.7835051546391752;MA231943050;MA23194;Standard Plus;;PTCMASPS4SEG1 1x8x10 120;;True;MA;MA 23x194
1514388;PTCMASPS4SEG1 1x8x4 102;C;MA;S4;G1;19.0;184.0;1220.0;1514388;23;194.0;1220.0;0.7835051546391752;MA231941220;MA23194;Standard Plus;;PTCMASPS4SEG1 1x8x4 102;;True;MA;MA 23x194
1514389;PTCMASPS4SEG1 1x8x6 102;C;MA;S4;G1;19.0;184.0;1830.0;1514389;23;194.0;3660.0;0.7835051546391752;MA2319436606+6;MA23194;Standard Plus;;PTCMASPS4SEG1 1x8x6 102;;True;MA;MA 23x194
1514410;PTCMASPS4SEG1 1x8x8 102;C;MA;S4;G1;19.0;184.0;2440.0;1514410;23;194.0;4880.0;0.7835051546391752;MA2319448808+8;MA23194;Standard Plus;;PTCMASPS4SEG1 1x8x8 102;;True;MA;MA 23x194
1514411;PTCMASPS4SEG1 1x8x10 102;C;MA;S4;G1;19.0;184.0;3050.0;1514411;23;194.0;3050.0;0.7835051546391752;MA231943050;MA23194;Standard Plus;;PTCMASPS4SEG1 1x8x10 102;;True;MA;MA 23x194
1514412;PTCMASPS4SEG1 1x8x12 102;C;MA;S4;G1;19.0;184.0;3660.0;1514412;23;194.0;3660.0;0.7835051546391752;MA231943660;MA23194;Standard Plus;;PTCMASPS4SEG1 1x8x12 102;;True;MA;MA 23x194
1514414;PTCMASPS4SEG1 1x8x14 102;C;MA;S4;G1;19.0;184.0;4270.0;1514414;23;194.0;4270.0;0.7835051546391752;MA231944270;MA23194;Standard Plus;;PTCMASPS4SEG1 1x8x14 102;;True;MA;MA 23x194
1514415;PTCMASPS4SEG1 1x8x16 102;C;MA;S4;G1;19.0;184.0;4880.0;1514415;23;194.0;4880.0;0.7835051546391752;MA231944880;MA23194;Standard Plus;;PTCMASPS4SEG1 1x8x16 102;;True;MA;MA 23x194
1514420;PTCMASPS4SEG1 1x8x12 120;C;MA;S4;G1;19.0;184.0;3660.0;1514420;23;194.0;3660.0;0.7835051546391752;MA231943660;MA23194;Standard Plus;;PTCMASPS4SEG1 1x8x12 120;;True;MA;MA 23x194
1514421;PTCMASPS4SEG1 1x8x14 120;C;MA;S4;G1;19.0;184.0;4270.0;1514421;23;194.0;4270.0;0.7835051546391752;MA231944270;MA23194;Standard Plus;;PTCMASPS4SEG1 1x8x14 120;;True;MA;MA 23x194
1514422;PTCMASPS4SEG1 1x8x16 120;C;MA;S4;G1;19.0;184.0;4880.0;1514422;23;194.0;4880.0;0.7835051546391752;MA231944880;MA23194;Standard Plus;;PTCMASPS4SEG1 1x8x16 120;;True;MA;MA 23x194
1514423;PTCMASPS4SEG1 1x8x6 78;C;MA;S4;G1;19.0;184.0;1830.0;1514423;23;194.0;3660.0;0.7835051546391752;MA2319436606+6;MA23194;Standard Plus;;PTCMASPS4SEG1 1x8x6 78;;True;MA;MA 23x194
1514424;PTCMASPS4SEG1 1x8x8 78;C;MA;S4;G1;19.0;184.0;2440.0;1514424;23;194.0;4880.0;0.7835051546391752;MA2319448808+8;MA23194;Standard Plus;;PTCMASPS4SEG1 1x8x8 78;;True;MA;MA 23x194
1514425;PTCMASPS4SEG1 1x8x10 78;C;MA;S4;G1;19.0;184.0;3050.0;1514425;23;194.0;3050.0;0.7835051546391752;MA231943050;MA23194;Standard Plus;;PTCMASPS4SEG1 1x8x10 78;;True;MA;MA 23x194
1514426;PTCMASPS4SEG1 1x8x12 78;C;MA;S4;G1;19.0;184.0;3660.0;1514426;23;194.0;3660.0;0.7835051546391752;MA231943660;MA23194;Standard Plus;;PTCMASPS4SEG1 1x8x12 78;;True;MA;MA 23x194
1514427;PTCMASPS4SEG1 1x8x14 78;C;MA;S4;G1;19.0;184.0;4270.0;1514427;23;194.0;4270.0;0.7835051546391752;MA231944270;MA23194;Standard Plus;;PTCMASPS4SEG1 1x8x14 78;;True;MA;MA 23x194
1514428;PTCMASPS4SEG1 1x8x16 78;C;MA;S4;G1;19.0;184.0;4880.0;1514428;23;194.0;4880.0;0.7835051546391752;MA231944880;MA23194;Standard Plus;;PTCMASPS4SEG1 1x8x16 78;;True;MA;MA 23x194
1514429;PTCMAPRR4SEG1 3x6x10 70;C;MA;R4;G1;69.0;140.0;3050.0;1514429;75;148.0;3050.0;0.8702702702702703;MA751483050;MA75148;Premium;;PTCMAPRR4SEG1 3x6x10 70;;True;MA;MA 75x148
1514465;PTCMASPRGSEG1 1x6x10 216;C;MA;RGH;G1;25.0;145.0;3050.0;1514465;26;150.0;3050.0;0.9294871794871795;MA261503050;MA26150;Standard Plus;;PTCMASPRGSEG1 1x6x10 216;;True;MA;MA 26x150
1514466;PTCMASPRGSEG1 1x6x12 216;C;MA;RGH;G1;25.0;145.0;3660.0;1514466;26;150.0;3660.0;0.9294871794871795;MA261503660;MA26150;Standard Plus;;PTCMASPRGSEG1 1x6x12 216;;True;MA;MA 26x150
1514467;PTCMASPRGSEG1 1x6x14 216;C;MA;RGH;G1;25.0;145.0;4270.0;1514467;26;150.0;4270.0;0.9294871794871795;MA261504270;MA26150;Standard Plus;;PTCMASPRGSEG1 1x6x14 216;;True;MA;MA 26x150
1514468;PTCMASPRGSEG1 1x6x16 140;C;MA;RGH;G1;25.0;145.0;4880.0;1514468;26;150.0;4880.0;0.9294871794871795;MA261504880;MA26150;Standard Plus;;PTCMASPRGSEG1 1x6x16 140;0.86;True;MA;MA 26x150
1514490;PTCMASPS3SEG1 1x5x8 153;C;MA;S3;G1;19.0;122.0;2440.0;1514490;23;130.0;4880.0;0.7752508361204014;MA2313048808+8;MA23130;Standard Plus;;PTCMASPS3SEG1 1x5x8 153;;True;MA;MA 23x130
1514491;PTCMASPS3SEG1 1x5x10 153;C;MA;S3;G1;19.0;122.0;3050.0;1514491;23;130.0;3050.0;0.7752508361204014;MA231303050;MA23130;Standard Plus;;PTCMASPS3SEG1 1x5x10 153;;True;MA;MA 23x130
1514492;PTCMASPS3SEG1 1x5x12 153;C;MA;S3;G1;19.0;122.0;3660.0;1514492;23;130.0;3660.0;0.7752508361204014;MA231303660;MA23130;Standard Plus;;PTCMASPS3SEG1 1x5x12 153;;True;MA;MA 23x130
1514493;PTCMASPS3SEG1 1x5x14 153;C;MA;S3;G1;19.0;122.0;4270.0;1514493;23;130.0;4270.0;0.7752508361204014;MA231304270;MA23130;Standard Plus;;PTCMASPS3SEG1 1x5x14 153;;True;MA;MA 23x130
1514494;PTCMASPS3SEG1 1x5x16 153;C;MA;S3;G1;19.0;122.0;4880.0;1514494;23;130.0;4880.0;0.7752508361204014;MA231304880;MA23130;Standard Plus;;PTCMASPS3SEG1 1x5x16 153;;True;MA;MA 23x130
1514495;PTCMAENS3SEG2 1x5x8 324;C;MA;S3;G2;19.0;122.0;2440.0;1514495;23;130.0;4880.0;0.7752508361204014;MA2313048808+8;MA23130;G2 Standard Plus;;PTCMAENS3SEG2 1x5x8 324;;True;MA;MA 23x130
1514496;PTCMAENS3SEG2 1x5x10 324;C;MA;S3;G2;19.0;122.0;3050.0;1514496;23;130.0;3050.0;0.7752508361204014;MA231303050;MA23130;G2 Standard Plus;;PTCMAENS3SEG2 1x5x10 324;;True;MA;MA 23x130
1514497;PTCMAENS3SEG2 1x5x12 324;C;MA;S3;G2;19.0;122.0;3660.0;1514497;23;130.0;3660.0;0.7752508361204014;MA231303660;MA23130;G2 Standard Plus;;PTCMAENS3SEG2 1x5x12 324;;True;MA;MA 23x130
1514498;PTCMAENS3SEG2 1x5x14 153;C;MA;S3;G2;19.0;122.0;4270.0;1514498;23;130.0;4270.0;0.7752508361204014;MA231304270;MA23130;G2 Standard Plus;;PTCMAENS3SEG2 1x5x14 153;;True;MA;MA 23x130
1514499;PTCMAENS3SEG2 1x5x16 324;C;MA;S3;G2;19.0;122.0;4880.0;1514499;23;130.0;4880.0;0.7752508361204014;MA231304880;MA23130;G2 Standard Plus;;PTCMAENS3SEG2 1x5x16 324;;True;MA;MA 23x130
1514500;PTCMAPRR4SEG1 3x6x12 80;C;MA;R4;G1;69.0;140.0;3660.0;1514500;75;148.0;3660.0;0.8702702702702703;MA751483660;MA75148;Premium;;PTCMAPRR4SEG1 3x6x12 80;;True;MA;MA 75x148
1514501;PTCMAPRR4SEG1 3x6x14 80;C;MA;R4;G1;69.0;140.0;4270.0;1514501;75;148.0;4270.0;0.8702702702702703;MA751484270;MA75148;Premium;;PTCMAPRR4SEG1 3x6x14 80;;True;MA;MA 75x148
1514502;PTCMAPRR4SEG1 3x6x16 70;C;MA;R4;G1;69.0;140.0;4880.0;1514502;75;148.0;4880.0;0.8702702702702703;MA751484880;MA75148;Premium;;PTCMAPRR4SEG1 3x6x16 70;;True;MA;MA 75x148
1514503;PTCMAENR4SEG2 3x6x10 70;C;MA;R4;G2;69.0;140.0;3050.0;1514503;75;148.0;3050.0;0.8702702702702703;MA751483050;MA75148;G2 Standard Plus;;PTCMAENR4SEG2 3x6x10 70;;True;MA;MA 75x148
1514504;PTCMAENR4SEG2 3x6x12 80;C;MA;R4;G2;69.0;140.0;3660.0;1514504;75;148.0;3660.0;0.8702702702702703;MA751483660;MA75148;G2 Standard Plus;;PTCMAENR4SEG2 3x6x12 80;;True;MA;MA 75x148
1514505;PTCMAENR4SEG2 3x6x14 80;C;MA;R4;G2;69.0;140.0;4270.0;1514505;75;148.0;4270.0;0.8702702702702703;MA751484270;MA75148;G2 Standard Plus;;PTCMAENR4SEG2 3x6x14 80;;True;MA;MA 75x148
1514506;PTCMAENR4SEG2 3x6x16 70;C;MA;R4;G2;69.0;140.0;4880.0;1514506;75;148.0;4880.0;0.8702702702702703;MA751484880;MA75148;G2 Standard Plus;;PTCMAENR4SEG2 3x6x16 70;;True;MA;MA 75x148
1514507;PTCMAAER4SEEX 3x6x10 70;C;MA;R4;EX;69.0;140.0;3050.0;1514507;75;148.0;3050.0;0.8702702702702703;MA751483050;MA75148;Excedente;;PTCMAAER4SEEX 3x6x10 70;;True;MA;MA 75x148
1514508;PTCMAAER4SEEX 3x6x12 70;C;MA;R4;EX;69.0;140.0;3660.0;1514508;75;148.0;3660.0;0.8702702702702703;MA751483660;MA75148;Excedente;;PTCMAAER4SEEX 3x6x12 70;;True;MA;MA 75x148
1514509;PTCMAAER4SEEX 3x6x14 70;C;MA;R4;EX;69.0;140.0;4270.0;1514509;75;148.0;4270.0;0.8702702702702703;MA751484270;MA75148;Excedente;;PTCMAAER4SEEX 3x6x14 70;;True;MA;MA 75x148
1514510;PTCMAAER4SEEX 3x6x16 70;C;MA;R4;EX;69.0;140.0;4880.0;1514510;75;148.0;4880.0;0.8702702702702703;MA751484880;MA75148;Excedente;;PTCMAAER4SEEX 3x6x16 70;;True;MA;MA 75x148
1514530;PTCMAAES3SEEX 1x5x8 153;C;MA;S3;EX;19.0;122.0;2440.0;1514530;23;130.0;4880.0;0.7752508361204014;MA2313048808+8;MA23130;Excedente;;PTCMAAES3SEEX 1x5x8 153;;True;MA;MA 23x130
1514531;PTCMAAES3SEEX 1x5x10 153;C;MA;S3;EX;19.0;122.0;3050.0;1514531;23;130.0;3050.0;0.7752508361204014;MA231303050;MA23130;Excedente;;PTCMAAES3SEEX 1x5x10 153;;True;MA;MA 23x130
1514540;PTCMAAES3SEEX 1x5x12 153;C;MA;S3;EX;19.0;122.0;3660.0;1514540;23;130.0;3660.0;0.7752508361204014;MA231303660;MA23130;Excedente;;PTCMAAES3SEEX 1x5x12 153;;True;MA;MA 23x130
1514541;PTCMAAES3SEEX 1x5x14 153;C;MA;S3;EX;19.0;122.0;4270.0;1514541;23;130.0;4270.0;0.7752508361204014;MA231304270;MA23130;Excedente;;PTCMAAES3SEEX 1x5x14 153;;True;MA;MA 23x130
1514542;PTCMAAES3SEEX 1x5x16 153;C;MA;S3;EX;19.0;122.0;4880.0;1514542;23;130.0;4880.0;0.7752508361204014;MA231304880;MA23130;Excedente;;PTCMAAES3SEEX 1x5x16 153;;True;MA;MA 23x130
1514543;PTCMAPRR4SEG1 2x5x10 120;C;MA;R4;G1;45.0;122.0;3050.0;1514543;50;130.0;3050.0;0.8446153846153847;MA501303050;MA50130;Premium;;PTCMAPRR4SEG1 2x5x10 120;;True;MA;MA 50x130
1514544;PTCMAPRR4SEG1 2x5x12 150;C;MA;R4;G1;45.0;122.0;3660.0;1514544;50;130.0;3660.0;0.8446153846153847;MA501303660;MA50130;Premium;;PTCMAPRR4SEG1 2x5x12 150;;True;MA;MA 50x130
1514545;PTCMAPRR4SEG1 2x5x14 150;C;MA;R4;G1;45.0;122.0;4270.0;1514545;50;130.0;4270.0;0.8446153846153847;MA501304270;MA50130;Premium;;PTCMAPRR4SEG1 2x5x14 150;;True;MA;MA 50x130
1514546;PTCMAPRR4SEG1 2x5x16 120;C;MA;R4;G1;45.0;122.0;4880.0;1514546;50;130.0;4880.0;0.8446153846153847;MA501304880;MA50130;Premium;;PTCMAPRR4SEG1 2x5x16 120;;True;MA;MA 50x130
1514547;PTCMAENR4SEG2 2x5x10 150;C;MA;R4;G2;45.0;122.0;3050.0;1514547;50;130.0;3050.0;0.8446153846153847;MA501303050;MA50130;G2 Standard Plus;;PTCMAENR4SEG2 2x5x10 150;;True;MA;MA 50x130
1514548;PTCMAENR4SEG2 2x5x12 120;C;MA;R4;G2;45.0;122.0;3660.0;1514548;50;130.0;3660.0;0.8446153846153847;MA501303660;MA50130;G2 Standard Plus;;PTCMAENR4SEG2 2x5x12 120;;True;MA;MA 50x130
1514549;PTCMAENR4SEG2 2x5x14 150;C;MA;R4;G2;45.0;122.0;4270.0;1514549;50;130.0;4270.0;0.8446153846153847;MA501304270;MA50130;G2 Standard Plus;;PTCMAENR4SEG2 2x5x14 150;;True;MA;MA 50x130
1514550;PTCMAENR4SEG2 2x5x16 120;C;MA;R4;G2;45.0;122.0;4880.0;1514550;50;130.0;4880.0;0.8446153846153847;MA501304880;MA50130;G2 Standard Plus;;PTCMAENR4SEG2 2x5x16 120;;True;MA;MA 50x130
1514551;PTCMAAER4SEEX 2x5x10 120;C;MA;R4;EX;45.0;122.0;3050.0;1514551;50;130.0;3050.0;0.8446153846153847;MA501303050;MA50130;Excedente;;PTCMAAER4SEEX 2x5x10 120;;True;MA;MA 50x130
1514552;PTCMAAER4SEEX 2x5x12 120;C;MA;R4;EX;45.0;122.0;3660.0;1514552;50;130.0;3660.0;0.8446153846153847;MA501303660;MA50130;Excedente;;PTCMAAER4SEEX 2x5x12 120;;True;MA;MA 50x130
1514553;PTCMAAER4SEEX 2x5x14 120;C;MA;R4;EX;45.0;122.0;4270.0;1514553;50;130.0;4270.0;0.8446153846153847;MA501304270;MA50130;Excedente;;PTCMAAER4SEEX 2x5x14 120;;True;MA;MA 50x130
1514554;PTCMAAER4SEEX 2x5x16 120;C;MA;R4;EX;45.0;122.0;4880.0;1514554;50;130.0;4880.0;0.8446153846153847;MA501304880;MA50130;Excedente;;PTCMAAER4SEEX 2x5x16 120;;True;MA;MA 50x130
1514555;PTCMAPRR4SEG1 2x6x10 105;C;MA;R4;G1;45.0;140.0;3050.0;1514555;50;148.0;3050.0;0.8513513513513513;MA501483050;MA50148;Premium;;PTCMAPRR4SEG1 2x6x10 105;;True;MA;MA 50x148
1514556;PTCMAENR4SEG2 2x6x10 105;C;MA;R4;G2;45.0;140.0;3050.0;1514556;50;148.0;3050.0;0.8513513513513513;MA501483050;MA50148;G2 Standard Plus;;PTCMAENR4SEG2 2x6x10 105;;True;MA;MA 50x148
1514557;PTCMAAER4SEEX 2x6x10 105;C;MA;R4;EX;45.0;140.0;3050.0;1514557;50;148.0;3050.0;0.8513513513513513;MA501483050;MA50148;Excedente;;PTCMAAER4SEEX 2x6x10 105;;True;MA;MA 50x148
1514558;PTCMAPRR4SEG1 2x6x12 192;C;MA;R4;G1;45.0;140.0;3660.0;1514558;50;148.0;3660.0;0.8513513513513513;MA501483660;MA50148;Premium;;PTCMAPRR4SEG1 2x6x12 192;;True;MA;MA 50x148
1514559;PTCMAPRR4SEG1 2x6x14 192;C;MA;R4;G1;45.0;140.0;4270.0;1514559;50;148.0;4270.0;0.8513513513513513;MA501484270;MA50148;Premium;;PTCMAPRR4SEG1 2x6x14 192;;True;MA;MA 50x148
1514560;PTCMAPRR4SEG1 2x6x16 105;C;MA;R4;G1;45.0;140.0;4880.0;1514560;50;148.0;4880.0;0.8513513513513513;MA501484880;MA50148;Premium;;PTCMAPRR4SEG1 2x6x16 105;;True;MA;MA 50x148
1514561;PTCMAENR4SEG2 2x6x12 105;C;MA;R4;G2;45.0;140.0;3660.0;1514561;50;148.0;3660.0;0.8513513513513513;MA501483660;MA50148;G2 Standard Plus;;PTCMAENR4SEG2 2x6x12 105;;True;MA;MA 50x148
1514562;PTCMAENR4SEG2 2x6x14 120;C;MA;R4;G2;45.0;140.0;4270.0;1514562;50;148.0;4270.0;0.8513513513513513;MA501484270;MA50148;G2 Standard Plus;;PTCMAENR4SEG2 2x6x14 120;;True;MA;MA 50x148
1514563;PTCMAENR4SEG2 2x6x16 105;C;MA;R4;G2;45.0;140.0;4880.0;1514563;50;148.0;4880.0;0.8513513513513513;MA501484880;MA50148;G2 Standard Plus;;PTCMAENR4SEG2 2x6x16 105;;True;MA;MA 50x148
1514564;PTCMAAER4SEEX 2x6x12 105;C;MA;R4;EX;45.0;140.0;3660.0;1514564;50;148.0;3660.0;0.8513513513513513;MA501483660;MA50148;Excedente;;PTCMAAER4SEEX 2x6x12 105;;True;MA;MA 50x148
1514565;PTCMAAER4SEEX 2x6x14 105;C;MA;R4;EX;45.0;140.0;4270.0;1514565;50;148.0;4270.0;0.8513513513513513;MA501484270;MA50148;Excedente;;PTCMAAER4SEEX 2x6x14 105;;True;MA;MA 50x148
1514566;PTCMAAER4SEEX 2x6x16 105;C;MA;R4;EX;45.0;140.0;4880.0;1514566;50;148.0;4880.0;0.8513513513513513;MA501484880;MA50148;Excedente;;PTCMAAER4SEEX 2x6x16 105;;True;MA;MA 50x148
1514580;PTCMAENS4SEG2 1x8x4 102;C;MA;S4;G2;19.0;184.0;1220.0;1514580;23;194.0;1220.0;0.7835051546391752;MA231941220;MA23194;G2 Standard Plus;;PTCMAENS4SEG2 1x8x4 102;;True;MA;MA 23x194
1514581;PTCMAENS4SEG2 1x8x6 102;C;MA;S4;G2;19.0;184.0;1830.0;1514581;23;194.0;3660.0;0.7835051546391752;MA2319436606+6;MA23194;G2 Standard Plus;;PTCMAENS4SEG2 1x8x6 102;;True;MA;MA 23x194
1514582;PTCMAENS4SEG2 1x8x8 102;C;MA;S4;G2;19.0;184.0;2440.0;1514582;23;194.0;4880.0;0.7835051546391752;MA2319448808+8;MA23194;G2 Standard Plus;;PTCMAENS4SEG2 1x8x8 102;;True;MA;MA 23x194
1514583;PTCMAENS4SEG2 1x8x10 102;C;MA;S4;G2;19.0;184.0;3050.0;1514583;23;194.0;3050.0;0.7835051546391752;MA231943050;MA23194;G2 Standard Plus;;PTCMAENS4SEG2 1x8x10 102;;True;MA;MA 23x194
1514584;PTCMAENS4SEG2 1x8x12 102;C;MA;S4;G2;19.0;184.0;3660.0;1514584;23;194.0;3660.0;0.7835051546391752;MA231943660;MA23194;G2 Standard Plus;;PTCMAENS4SEG2 1x8x12 102;;True;MA;MA 23x194
1514585;PTCMAENS4SEG2 1x8x14 102;C;MA;S4;G2;19.0;184.0;4270.0;1514585;23;194.0;4270.0;0.7835051546391752;MA231944270;MA23194;G2 Standard Plus;;PTCMAENS4SEG2 1x8x14 102;;True;MA;MA 23x194
1514586;PTCMAENS4SEG2 1x8x16 102;C;MA;S4;G2;19.0;184.0;4880.0;1514586;23;194.0;4880.0;0.7835051546391752;MA231944880;MA23194;G2 Standard Plus;;PTCMAENS4SEG2 1x8x16 102;;True;MA;MA 23x194
1514587;PTCMAAES4SEEX 1x8x4 102;C;MA;S4;EX;19.0;184.0;1220.0;1514587;23;194.0;1220.0;0.7835051546391752;MA231941220;MA23194;Excedente;;PTCMAAES4SEEX 1x8x4 102;;True;MA;MA 23x194
1514588;PTCMAAES4SEEX 1x8x6 102;C;MA;S4;EX;19.0;184.0;1830.0;1514588;23;194.0;3660.0;0.7835051546391752;MA2319436606+6;MA23194;Excedente;;PTCMAAES4SEEX 1x8x6 102;;True;MA;MA 23x194
1514589;PTCMAAES4SEEX 1x8x8 102;C;MA;S4;EX;19.0;184.0;2440.0;1514589;23;194.0;4880.0;0.7835051546391752;MA2319448808+8;MA23194;Excedente;;PTCMAAES4SEEX 1x8x8 102;;True;MA;MA 23x194
1514590;PTCMAAES4SEEX 1x8x10 102;C;MA;S4;EX;19.0;184.0;3050.0;1514590;23;194.0;3050.0;0.7835051546391752;MA231943050;MA23194;Excedente;;PTCMAAES4SEEX 1x8x10 102;;True;MA;MA 23x194
1514591;PTCMAAES4SEEX 1x8x12 102;C;MA;S4;EX;19.0;184.0;3660.0;1514591;23;194.0;3660.0;0.7835051546391752;MA231943660;MA23194;Excedente;;PTCMAAES4SEEX 1x8x12 102;;True;MA;MA 23x194
1514592;PTCMAAES4SEEX 1x8x14 102;C;MA;S4;EX;19.0;184.0;4270.0;1514592;23;194.0;4270.0;0.7835051546391752;MA231944270;MA23194;Excedente;;PTCMAAES4SEEX 1x8x14 102;;True;MA;MA 23x194
1514593;PTCMAAES4SEEX 1x8x16 102;C;MA;S4;EX;19.0;184.0;4880.0;1514593;23;194.0;4880.0;0.7835051546391752;MA231944880;MA23194;Excedente;;PTCMAAES4SEEX 1x8x16 102;;True;MA;MA 23x194
1514595;PTCMAENS4SEG2 1x8x4 120;C;MA;S4;G2;19.0;184.0;1220.0;1514595;23;194.0;1220.0;0.7835051546391752;MA231941220;MA23194;G2 Standard Plus;;PTCMAENS4SEG2 1x8x4 120;;True;MA;MA 23x194
1514596;PTCMAENS4SEG2 1x8x6 120;C;MA;S4;G2;19.0;184.0;1830.0;1514596;23;194.0;3660.0;0.7835051546391752;MA2319436606+6;MA23194;G2 Standard Plus;;PTCMAENS4SEG2 1x8x6 120;;True;MA;MA 23x194
1514597;PTCMAENS4SEG2 1x8x8 120;C;MA;S4;G2;19.0;184.0;2440.0;1514597;23;194.0;4880.0;0.7835051546391752;MA2319448808+8;MA23194;G2 Standard Plus;;PTCMAENS4SEG2 1x8x8 120;;True;MA;MA 23x194
1514598;PTCMAENS4SEG2 1x8x10 120;C;MA;S4;G2;19.0;184.0;3050.0;1514598;23;194.0;3050.0;0.7835051546391752;MA231943050;MA23194;G2 Standard Plus;;PTCMAENS4SEG2 1x8x10 120;;True;MA;MA 23x194
1514599;PTCMAENS4SEG2 1x8x12 120;C;MA;S4;G2;19.0;184.0;3660.0;1514599;23;194.0;3660.0;0.7835051546391752;MA231943660;MA23194;G2 Standard Plus;;PTCMAENS4SEG2 1x8x12 120;;True;MA;MA 23x194
1514600;PTCMAENS4SEG2 1x8x14 120;C;MA;S4;G2;19.0;184.0;4270.0;1514600;23;194.0;4270.0;0.7835051546391752;MA231944270;MA23194;G2 Standard Plus;;PTCMAENS4SEG2 1x8x14 120;;True;MA;MA 23x194
1514601;PTCMAENS4SEG2 1x8x16 120;C;MA;S4;G2;19.0;184.0;4880.0;1514601;23;194.0;4880.0;0.7835051546391752;MA231944880;MA23194;G2 Standard Plus;;PTCMAENS4SEG2 1x8x16 120;;True;MA;MA 23x194
1514602;PTCMAAES4SEEX 1x8x4 120;C;MA;S4;EX;19.0;184.0;1220.0;1514602;23;194.0;1220.0;0.7835051546391752;MA231941220;MA23194;Excedente;;PTCMAAES4SEEX 1x8x4 120;;True;MA;MA 23x194
1514603;PTCMAAES4SEEX 1x8x6 120;C;MA;S4;EX;19.0;184.0;1830.0;1514603;23;194.0;3660.0;0.7835051546391752;MA2319436606+6;MA23194;Excedente;;PTCMAAES4SEEX 1x8x6 120;;True;MA;MA 23x194
1514604;PTCMAAES4SEEX 1x8x8 120;C;MA;S4;EX;19.0;184.0;2440.0;1514604;23;194.0;4880.0;0.7835051546391752;MA2319448808+8;MA23194;Excedente;;PTCMAAES4SEEX 1x8x8 120;;True;MA;MA 23x194
1514605;PTCMAAES4SEEX 1x8x10 120;C;MA;S4;EX;19.0;184.0;3050.0;1514605;23;194.0;3050.0;0.7835051546391752;MA231943050;MA23194;Excedente;;PTCMAAES4SEEX 1x8x10 120;;True;MA;MA 23x194
1514606;PTCMAAES4SEEX 1x8x12 120;C;MA;S4;EX;19.0;184.0;3660.0;1514606;23;194.0;3660.0;0.7835051546391752;MA231943660;MA23194;Excedente;;PTCMAAES4SEEX 1x8x12 120;;True;MA;MA 23x194
1514607;PTCMAAES4SEEX 1x8x14 120;C;MA;S4;EX;19.0;184.0;4270.0;1514607;23;194.0;4270.0;0.7835051546391752;MA231944270;MA23194;Excedente;;PTCMAAES4SEEX 1x8x14 120;;True;MA;MA 23x194
1514608;PTCMAAES4SEEX 1x8x16 120;C;MA;S4;EX;19.0;184.0;4880.0;1514608;23;194.0;4880.0;0.7835051546391752;MA231944880;MA23194;Excedente;;PTCMAAES4SEEX 1x8x16 120;;True;MA;MA 23x194
1514609;PTCMAENS4SEG2 1x8x6 78;C;MA;S4;G2;19.0;184.0;1830.0;1514609;23;194.0;3660.0;0.7835051546391752;MA2319436606+6;MA23194;G2 Standard Plus;;PTCMAENS4SEG2 1x8x6 78;;True;MA;MA 23x194
1514610;PTCMAENS4SEG2 1x8x8 78;C;MA;S4;G2;19.0;184.0;2440.0;1514610;23;194.0;4880.0;0.7835051546391752;MA2319448808+8;MA23194;G2 Standard Plus;;PTCMAENS4SEG2 1x8x8 78;;True;MA;MA 23x194
1514611;PTCMAENS4SEG2 1x8x10 78;C;MA;S4;G2;19.0;184.0;3050.0;1514611;23;194.0;3050.0;0.7835051546391752;MA231943050;MA23194;G2 Standard Plus;;PTCMAENS4SEG2 1x8x10 78;;True;MA;MA 23x194
1514613;PTCMAENS4SEG2 1x8x12 78;C;MA;S4;G2;19.0;184.0;3660.0;1514613;23;194.0;3660.0;0.7835051546391752;MA231943660;MA23194;G2 Standard Plus;;PTCMAENS4SEG2 1x8x12 78;;True;MA;MA 23x194
1514614;PTCMAENS4SEG2 1x8x14 78;C;MA;S4;G2;19.0;184.0;4270.0;1514614;23;194.0;4270.0;0.7835051546391752;MA231944270;MA23194;G2 Standard Plus;;PTCMAENS4SEG2 1x8x14 78;;True;MA;MA 23x194
